Count,Hash,Compared Hash,Last Release,Next Release,Author's Name,Author's Date,Author's Date Short,Subject,Commit Message,Merge Commit,Merge Conflict,Files Changed,Insertions,Deletions,Sample Files,Sample Modified,Sample Added,Sample Deleted
3571,e00d7f268f51c8d0ffa654152e66d2d8e632522c,f20fd8702d95f03b555b566b525d63e3dca855ee,v3.0.0-RC5,v3.0.0-RC6,"David Karnok","2019-12-03T13:25:37+01:00","2019-12-03","3.x: Mockito fix deprecated API use after bump to 3.2.0 (#6739)","3.x: Mockito fix deprecated API use after bump to 3.2.0 (#6739)

",0,0,11 ,16 ,16 ,"src/test/java/io/reactivex/rxjava3/disposables/SequentialDisposableTest.java src/test/java/io/reactivex/rxjava3/disposables/SerialDisposableTests.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableDeferTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromCallableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromSupplierTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableDeferTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableFromCallableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableFromSupplierTest.java src/test/java/io/reactivex/rxjava3/internal/operators/single/SingleFromCallableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/single/SingleFromSupplierTest.java ","src/test/java/io/reactivex/rxjava3/disposables/SequentialDisposableTest.java src/test/java/io/reactivex/rxjava3/disposables/SerialDisposableTests.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableDeferTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromCallableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromSupplierTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableDeferTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableFromCallableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableFromSupplierTest.java src/test/java/io/reactivex/rxjava3/internal/operators/single/SingleFromCallableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/single/SingleFromSupplierTest.java ","",""
3572,e912237091c52da11b591ea96b07776455e631a4,e00d7f268f51c8d0ffa654152e66d2d8e632522c,v3.0.0-RC5,v3.0.0-RC6,"David Karnok","2019-12-03T17:20:45+01:00","2019-12-03","3.x: Make DisposableContainer public API (#6745)","3.x: Make DisposableContainer public API (#6745)

",0,0,6 ,6 ,10 ,"src/main/java/io/reactivex/rxjava3/disposables/CompositeDisposable.java src/main/java/io/reactivex/rxjava3/disposables/DisposableContainer.java src/main/java/io/reactivex/rxjava3/internal/disposables/ListCompositeDisposable.java src/main/java/io/reactivex/rxjava3/internal/schedulers/NewThreadWorker.java src/main/java/io/reactivex/rxjava3/internal/schedulers/ScheduledRunnable.java ","src/main/java/io/reactivex/rxjava3/disposables/CompositeDisposable.java src/main/java/io/reactivex/rxjava3/disposables/DisposableContainer.java src/main/java/io/reactivex/rxjava3/internal/disposables/ListCompositeDisposable.java src/main/java/io/reactivex/rxjava3/internal/schedulers/NewThreadWorker.java src/main/java/io/reactivex/rxjava3/internal/schedulers/ScheduledRunnable.java ","src/main/java/io/reactivex/rxjava3/disposables/DisposableContainer.java ",""
3573,292dc62c97bd0a0569cd6d2278adaad134e72d12,e912237091c52da11b591ea96b07776455e631a4,v3.0.0-RC5,v3.0.0-RC6,"David Karnok","2019-12-03T17:48:14+01:00","2019-12-03","3.x: Add fair mode overload to Schedulers.from(Executor) (#6744)","3.x: Add fair mode overload to Schedulers.from(Executor) (#6744)

",0,0,5 ,655 ,105 ,"src/main/java/io/reactivex/rxjava3/internal/schedulers/ExecutorScheduler.java src/main/java/io/reactivex/rxjava3/schedulers/Schedulers.java src/test/java/io/reactivex/rxjava3/schedulers/ExecutorSchedulerFairTest.java src/test/java/io/reactivex/rxjava3/schedulers/ExecutorSchedulerInterruptibleTest.java src/test/java/io/reactivex/rxjava3/schedulers/ExecutorSchedulerTest.java ","src/main/java/io/reactivex/rxjava3/internal/schedulers/ExecutorScheduler.java src/main/java/io/reactivex/rxjava3/schedulers/Schedulers.java src/test/java/io/reactivex/rxjava3/schedulers/ExecutorSchedulerFairTest.java src/test/java/io/reactivex/rxjava3/schedulers/ExecutorSchedulerInterruptibleTest.java src/test/java/io/reactivex/rxjava3/schedulers/ExecutorSchedulerTest.java ","src/test/java/io/reactivex/rxjava3/schedulers/ExecutorSchedulerFairTest.java ",""
3574,1e2995812e759d5bf624f3a921f2e57c8c5e0f34,292dc62c97bd0a0569cd6d2278adaad134e72d12,v3.0.0-RC5,v3.0.0-RC6,"David Karnok","2019-12-06T08:59:14+01:00","2019-12-06","3.x: Change Flowable.groupBy to signal MBE instead of possibly hanging (#6740)","3.x: Change Flowable.groupBy to signal MBE instead of possibly hanging (#6740)

* 3.x: Change Flowable.groupBy to signal MBE instead of possibly hanging

* Update groupBy javadocs

* Update backpressure annotation to ERROR, add some see links

* Correct javadocs typos

* Improve coverage of changes
",0,0,5 ,291 ,379 ,"src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupBy.java src/test/java/io/reactivex/rxjava3/flowable/FlowableGroupByTests.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupByTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableRetryTest.java ","src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupBy.java src/test/java/io/reactivex/rxjava3/flowable/FlowableGroupByTests.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableGroupByTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableRetryTest.java ","",""
3575,31b407f3d66a1c36dcadd37a85f89b68ec62ff16,5e1bc1780726419b765b983d693fa17fad7ef8a9,v2.2.14-6-g5e1bc1780,v2.2.16,"Lugduni Desrosiers","2019-12-06T02:58:12-05:00","2019-12-06","backporting #6729 to 2.x branch. (#6746)","backporting #6729 to 2.x branch. (#6746)

",0,0,6 ,34 ,14 ,"src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/Observable.java src/main/java/io/reactivex/disposables/ActionDisposable.java src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableMostRecent.java src/main/java/io/reactivex/internal/operators/observable/BlockingObservableMostRecent.java ","src/main/java/io/reactivex/Flowable.java src/main/java/io/reactivex/Observable.java src/main/java/io/reactivex/disposables/ActionDisposable.java src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableMostRecent.java src/main/java/io/reactivex/internal/operators/observable/BlockingObservableMostRecent.java ","",""
3576,52346a140c29b659023f87e348c26889b6b39b13,31b407f3d66a1c36dcadd37a85f89b68ec62ff16,v2.2.14-6-g5e1bc1780,v2.2.16,"Mark Sholte","2019-12-11T02:20:42-06:00","2019-12-11","2.x: Zip, CombineLatest, and Amb operators throw when supplied with ObservableSource implementation that doesn't subclass Observable (#6754)","2.x: Zip, CombineLatest, and Amb operators throw when supplied with ObservableSource implementation that doesn't subclass Observable (#6754)

* 2.x: Zip, CombineLatest, and Amb operators throw when supplied with ObservableSource implementation that doesn't subclass Observable #6753

* 2.x: add tests for allowing arbitrary ObservableSource implementations
",0,0,6 ,78 ,3 ,"src/main/java/io/reactivex/internal/operators/observable/ObservableAmb.java src/main/java/io/reactivex/internal/operators/observable/ObservableCombineLatest.java src/main/java/io/reactivex/internal/operators/observable/ObservableZip.java src/test/java/io/reactivex/internal/operators/observable/ObservableAmbTest.java src/test/java/io/reactivex/internal/operators/observable/ObservableCombineLatestTest.java src/test/java/io/reactivex/internal/operators/observable/ObservableZipTest.java ","src/main/java/io/reactivex/internal/operators/observable/ObservableAmb.java src/main/java/io/reactivex/internal/operators/observable/ObservableCombineLatest.java src/main/java/io/reactivex/internal/operators/observable/ObservableZip.java src/test/java/io/reactivex/internal/operators/observable/ObservableAmbTest.java src/test/java/io/reactivex/internal/operators/observable/ObservableCombineLatestTest.java src/test/java/io/reactivex/internal/operators/observable/ObservableZipTest.java ","",""
3577,4c97d20fcd9d9e772dbf61d95412894b05a332c1,1e2995812e759d5bf624f3a921f2e57c8c5e0f34,v3.0.0-RC6,v3.0.0-RC7,"David Karnok","2019-12-07T21:45:46+01:00","2019-12-07","3.x: Update observeOn docs with links and +backpressure explanation (#6750)","3.x: Update observeOn docs with links and +backpressure explanation (#6750)

",0,0,1 ,30 ,6 ,"src/main/java/io/reactivex/rxjava3/core/Flowable.java ","src/main/java/io/reactivex/rxjava3/core/Flowable.java ","",""
3578,0f0e219ac79a529dce8313b49b4fb53951410686,4c97d20fcd9d9e772dbf61d95412894b05a332c1,v3.0.0-RC6,v3.0.0-RC7,"David Karnok","2019-12-07T22:36:21+01:00","2019-12-07","3.x: Change how the cause of CompositeException is generated (#6748)","3.x: Change how the cause of CompositeException is generated (#6748)

* 3.x: Change how the cause of CompositeException is generated

* Fix reoccurrence formatting.

* Fix a mistake in the unit test
",0,0,2 ,143 ,165 ,"src/main/java/io/reactivex/rxjava3/exceptions/CompositeException.java src/test/java/io/reactivex/rxjava3/exceptions/CompositeExceptionTest.java ","src/main/java/io/reactivex/rxjava3/exceptions/CompositeException.java src/test/java/io/reactivex/rxjava3/exceptions/CompositeExceptionTest.java ","",""
3579,01cae8997ef0a0baf0336ffbf1e6190f1529ce4b,0f0e219ac79a529dce8313b49b4fb53951410686,v3.0.0-RC6,v3.0.0-RC7,"David Karnok","2019-12-11T13:15:49+01:00","2019-12-11","3.x: Fix Observable amb, combineLatest & zip ArrayStoreException (#6756)","3.x: Fix Observable amb, combineLatest & zip ArrayStoreException (#6756)

",0,0,16 ,210 ,6 ,"src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableAmb.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCombineLatest.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableZip.java src/test/java/io/reactivex/rxjava3/internal/operators/completable/CompletableAmbTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableAmbTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableCombineLatestTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java src/test/java/io/reactivex/rxjava3/internal/operators/maybe/MaybeAmbTest.java src/test/java/io/reactivex/rxjava3/internal/operators/maybe/MaybeZipIterableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableAmbTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCombineLatestTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableZipTest.java src/test/java/io/reactivex/rxjava3/internal/operators/single/SingleAmbTest.java src/test/java/io/reactivex/rxjava3/internal/operators/single/SingleZipIterableTest.java ","src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableAmb.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCombineLatest.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableZip.java src/test/java/io/reactivex/rxjava3/internal/operators/completable/CompletableAmbTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableAmbTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableCombineLatestTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java src/test/java/io/reactivex/rxjava3/internal/operators/maybe/MaybeAmbTest.java src/test/java/io/reactivex/rxjava3/internal/operators/maybe/MaybeZipIterableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableAmbTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableCombineLatestTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableZipTest.java src/test/java/io/reactivex/rxjava3/internal/operators/single/SingleAmbTest.java src/test/java/io/reactivex/rxjava3/internal/operators/single/SingleZipIterableTest.java ","",""
3580,c045188ffbbb35bb62ce1d8a00353679321fa641,01cae8997ef0a0baf0336ffbf1e6190f1529ce4b,v3.0.0-RC6,v3.0.0-RC7,"Richard Kapolnai","2019-12-15T23:14:41+01:00","2019-12-15","Fix typo in Flowable javadoc (#6760)","Fix typo in Flowable javadoc (#6760)

Fix compilation error in example code in javadoc",0,0,1 ,1 ,1 ,"src/main/java/io/reactivex/rxjava3/core/Flowable.java ","src/main/java/io/reactivex/rxjava3/core/Flowable.java ","",""
3581,df7f1cdf90413bb6463ba95928c5253868705a52,c045188ffbbb35bb62ce1d8a00353679321fa641,v3.0.0-RC6,v3.0.0-RC7,"David Karnok","2019-12-16T11:00:42+01:00","2019-12-16","3.x: Fix Flowable.window (size, time) cancellation and abandonment (#6758)","3.x: Fix Flowable.window (size, time) cancellation and abandonment (#6758)

",0,0,6 ,944 ,582 ,"src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindow.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowTimed.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/WindowSubscribeIntercept.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowWithSizeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowWithTimeTest.java ","src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindow.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowTimed.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/WindowSubscribeIntercept.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowWithSizeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowWithTimeTest.java ","src/main/java/io/reactivex/rxjava3/internal/operators/flowable/WindowSubscribeIntercept.java ",""
3582,daeccff5d8a54130589564af68fe187ad2a144e2,df7f1cdf90413bb6463ba95928c5253868705a52,v3.0.0-RC6,v3.0.0-RC7,"David Karnok","2019-12-16T13:04:38+01:00","2019-12-16","3.x: Fix Observable.window (size & time) cancellation and abandonment (#6761)","3.x: Fix Observable.window (size & time) cancellation and abandonment (#6761)

",0,0,8 ,774 ,479 ,"src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindow.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowSubscribeIntercept.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowTimed.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindow.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowSubscribeIntercept.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowTimed.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithSizeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithTimeTest.java ","src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindow.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowSubscribeIntercept.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowTimed.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindow.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowSubscribeIntercept.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowTimed.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithSizeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithTimeTest.java ","src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowSubscribeIntercept.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowSubscribeIntercept.java ",""
3583,f96821f14c91752d323877a7874f480fd6b02f12,daeccff5d8a54130589564af68fe187ad2a144e2,v3.0.0-RC6,v3.0.0-RC7,"David Karnok","2019-12-17T10:19:08+01:00","2019-12-17","3.x: Fix window (boundary, start/end) cancel and abandonment (#6762)","3.x: Fix window (boundary, start/end) cancel and abandonment (#6762)

",0,0,13 ,1057 ,483 ,"src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/core/Observable.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowBoundary.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowBoundarySelector.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowBoundary.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowBoundarySelector.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowWithFlowableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowWithStartEndFlowableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithObservableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithSizeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithStartEndObservableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithTimeTest.java ","src/main/java/io/reactivex/rxjava3/core/Flowable.java src/main/java/io/reactivex/rxjava3/core/Observable.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowBoundary.java src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowBoundarySelector.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowBoundary.java src/main/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowBoundarySelector.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowWithFlowableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableWindowWithStartEndFlowableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithObservableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithSizeTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithStartEndObservableTest.java src/test/java/io/reactivex/rxjava3/internal/operators/observable/ObservableWindowWithTimeTest.java ","",""
